time,TP9,AF7,AF8,TP10,AUX
1656239071345.8125,-96.6796875,422.36328125,-435.546875,-15.13671875,-21.97265625
1656239071349.7188,-85.9375,389.16015625,-373.53515625,-28.3203125,-28.80859375
1656239071353.625,-53.7109375,354.00390625,-309.08203125,-28.3203125,-114.2578125
1656239071357.5312,-65.91796875,303.7109375,-368.65234375,-15.13671875,-106.93359375
1656239071361.4375,-69.82421875,255.859375,-484.375,-25.87890625,61.03515625
1656239071365.3438,-73.73046875,231.4453125,-380.37109375,-32.71484375,4.39453125
1656239071369.25,-65.4296875,202.1484375,-299.8046875,-11.71875,-70.3125
1656239071373.1562,-29.78515625,167.96875,-373.046875,-12.20703125,-1.46484375
1656239071377.0625,-44.43359375,136.23046875,-511.23046875,-20.01953125,270.5078125
1656239071380.9688,-67.3828125,120.1171875,-464.35546875,-4.39453125,356.93359375
1656239071384.875,-40.52734375,118.1640625,-116.69921875,3.41796875,-26.3671875
1656239071388.7812,-52.24609375,93.26171875,-217.7734375,3.41796875,-97.65625
1656239071392.6875,-38.0859375,71.2890625,-326.171875,8.30078125,15.13671875
1656239071396.5938,-37.59765625,52.734375,-236.81640625,8.30078125,-3.41796875
1656239071400.5,-65.91796875,27.83203125,-270.5078125,13.18359375,-87.40234375
1656239071404.4062,-46.38671875,11.23046875,-340.8203125,-0.48828125,-49.31640625
1656239071408.3125,-14.16015625,5.859375,-324.21875,-16.6015625,-1.46484375
1656239071412.2188,-5.859375,2.44140625,-193.84765625,-16.11328125,-80.078125
1656239071416.125,-10.7421875,-14.16015625,-188.96484375,9.765625,-100.09765625
1656239071420.0312,-34.1796875,-38.57421875,-378.90625,11.71875,115.72265625
1656239071423.9375,-62.01171875,-61.5234375,-473.14453125,1.953125,345.703125
1656239071427.8438,-53.7109375,-80.56640625,-232.421875,-12.20703125,142.08984375
1656239071431.75,-34.1796875,-103.515625,-79.58984375,-26.85546875,-91.796875
1656239071435.6562,-32.71484375,-130.37109375,-276.85546875,-12.6953125,10.7421875
1656239071439.5625,-8.30078125,-155.76171875,-398.92578125,11.71875,251.46484375
1656239071443.4688,-6.8359375,-161.1328125,-132.32421875,10.7421875,38.57421875
1656239071447.375,-44.43359375,-170.41015625,-165.52734375,11.23046875,-130.37109375
1656239071451.2812,-47.36328125,-159.1796875,-270.99609375,14.6484375,-48.828125
1656239071455.1875,-27.34375,-130.37109375,-187.98828125,-18.06640625,-43.9453125
1656239071459.0938,-15.625,-115.234375,-175.78125,-8.7890625,-121.09375
1656239071463,0.48828125,-111.81640625,-232.91015625,9.765625,-97.65625
1656239071466.9062,-5.859375,-110.3515625,-359.86328125,-2.44140625,78.125
1656239071470.8125,-38.0859375,-84.47265625,-260.7421875,6.34765625,109.375
1656239071474.7188,-15.625,-59.08203125,-116.69921875,23.92578125,-16.6015625
1656239071478.625,-4.39453125,-60.05859375,-213.8671875,16.6015625,-61.5234375
1656239071482.5312,-18.06640625,-79.58984375,-453.125,16.6015625,181.15234375
1656239071486.4375,-1.46484375,-54.6875,-285.64453125,13.18359375,250
1656239071490.3438,6.34765625,-34.66796875,37.59765625,8.30078125,-67.3828125
1656239071494.25,3.90625,-47.36328125,-133.7890625,25.390625,-107.421875
1656239071498.1562,-22.4609375,-38.57421875,-239.74609375,16.11328125,-37.59765625
1656239071502.0625,-33.69140625,-41.015625,-164.55078125,12.20703125,-63.4765625
1656239071505.9688,-23.92578125,-46.38671875,-186.5234375,29.78515625,-72.75390625
1656239071509.875,-29.78515625,-44.921875,-251.46484375,13.671875,-50.29296875
1656239071513.7812,-16.6015625,-26.3671875,-267.08984375,11.71875,148.4375
1656239071517.6875,-0.48828125,-4.39453125,-211.9140625,28.80859375,162.59765625
1656239071521.5938,-17.08984375,-0.48828125,-167.96875,26.85546875,-1.46484375
1656239071525.5,-27.83203125,-20.99609375,-286.1328125,26.85546875,-29.78515625
1656239071529.4062,-14.6484375,-43.45703125,-428.7109375,29.78515625,215.33203125
1656239071533.3125,-0.9765625,-52.24609375,-117.67578125,29.78515625,60.05859375
1656239071537.2188,-6.34765625,-73.2421875,-121.58203125,23.4375,-94.23828125
1656239071541.125,0.9765625,-76.66015625,-276.85546875,20.5078125,33.203125
1656239071545.0312,13.18359375,-65.91796875,-143.5546875,16.6015625,53.7109375
1656239071548.9375,18.06640625,-68.359375,-80.56640625,16.6015625,-67.87109375
1656239071552.8438,10.7421875,-73.73046875,-169.43359375,19.04296875,-110.3515625
1656239071556.75,-11.71875,-84.47265625,-283.203125,21.97265625,-57.12890625
1656239071560.6562,-27.83203125,-95.703125,-293.45703125,12.6953125,26.3671875
1656239071564.5625,-19.04296875,-90.8203125,-205.078125,0.9765625,51.26953125
1656239071568.4688,-24.90234375,-81.54296875,-127.44140625,14.6484375,-41.015625
1656239071572.375,-21.97265625,-94.7265625,-354.98046875,17.578125,134.765625
1656239071576.2812,-24.90234375,-76.66015625,-212.890625,15.625,185.546875
1656239071580.1875,-22.94921875,-52.24609375,36.62109375,22.4609375,-76.171875
1656239071584.0938,-6.34765625,-83.49609375,-173.828125,30.76171875,-82.03125
1656239071588,-13.671875,-94.23828125,-204.1015625,34.66796875,25.390625
1656239071591.9062,5.37109375,-103.02734375,-116.2109375,15.13671875,-32.2265625
1656239071595.8125,14.16015625,-147.94921875,-180.17578125,6.8359375,-64.453125
1656239071599.7188,-2.9296875,-184.08203125,-240.72265625,10.7421875,43.45703125
1656239071603.625,-8.7890625,-204.58984375,-272.4609375,21.97265625,121.58203125
1656239071607.5312,-7.32421875,-221.19140625,-182.12890625,34.66796875,104.00390625
1656239071611.4375,-3.41796875,-231.4453125,-110.83984375,25.390625,43.9453125
1656239071615.3438,3.90625,-235.83984375,-188.4765625,13.18359375,-18.5546875
1656239071619.25,-0.48828125,-243.65234375,-366.2109375,25.390625,195.80078125
1656239071623.1562,-16.11328125,-222.16796875,-42.48046875,26.3671875,106.4453125
1656239071627.0625,-15.13671875,-217.28515625,33.69140625,22.94921875,-56.15234375
1656239071630.9688,4.39453125,-227.05078125,-190.91796875,26.3671875,-0.9765625
1656239071634.875,-0.9765625,-220.703125,-130.37109375,14.16015625,-16.11328125
1656239071638.7812,-4.39453125,-218.26171875,-71.77734375,7.32421875,-82.03125
1656239071642.6875,-15.13671875,-225.09765625,-147.4609375,20.5078125,-71.2890625
1656239071646.5938,-15.13671875,-234.375,-243.1640625,22.94921875,16.11328125
1656239071650.5,-19.53125,-227.5390625,-131.8359375,8.30078125,-3.90625
1656239071654.4062,-9.27734375,-221.6796875,-109.86328125,-4.8828125,18.5546875
1656239071658.3125,9.765625,-218.75,-136.23046875,3.41796875,85.44921875
1656239071662.2188,-1.953125,-230.95703125,-336.9140625,15.13671875,211.9140625
1656239071666.125,-27.83203125,-226.5625,-354.00390625,1.953125,347.16796875
1656239071670.0312,-13.671875,-202.1484375,100.5859375,-6.8359375,43.9453125
1656239071673.9375,-1.46484375,-207.51953125,37.59765625,8.30078125,-87.890625
1656239071677.8438,-19.04296875,-211.9140625,-195.3125,12.6953125,-20.99609375
1656239071681.75,-4.8828125,-201.66015625,-133.30078125,-0.48828125,-99.609375
1656239071685.6562,2.9296875,-195.3125,-102.5390625,-3.41796875,-127.9296875
1656239071689.5625,2.9296875,-199.21875,-190.91796875,8.30078125,-63.96484375
1656239071693.4688,-0.48828125,-193.84765625,-178.22265625,10.7421875,-38.57421875
1656239071697.375,-10.25390625,-182.12890625,-85.44921875,9.27734375,-73.2421875
1656239071701.2812,-24.4140625,-188.4765625,-184.08203125,0.48828125,-42.96875
1656239071705.1875,-31.25,-194.3359375,-283.203125,-7.32421875,100.5859375
1656239071709.0938,-20.01953125,-195.80078125,-360.83984375,10.25390625,297.36328125
1656239071713,-7.8125,-175.78125,-82.03125,10.25390625,118.1640625
1656239071716.9062,-12.20703125,-163.57421875,88.8671875,-0.9765625,-86.9140625
1656239071720.8125,-23.4375,-174.8046875,-184.08203125,3.90625,4.8828125
1656239071724.7188,-10.25390625,-171.875,-228.515625,-3.41796875,74.21875
1656239071728.625,2.44140625,-165.52734375,-42.96875,-20.01953125,-44.43359375
1656239071732.5312,-18.06640625,-176.7578125,-100.09765625,-16.6015625,-113.28125
1656239071736.4375,-8.30078125,-187.5,-212.40234375,3.90625,-30.2734375
1656239071740.3438,-3.41796875,-178.7109375,-166.50390625,4.39453125,-13.671875
1656239071744.25,-28.3203125,-178.22265625,-137.20703125,-6.8359375,-21.484375
1656239071748.1562,-20.5078125,-187.5,-249.51171875,-16.11328125,57.12890625
1656239071752.0625,8.30078125,-191.89453125,-310.546875,-4.8828125,187.01171875
1656239071755.9688,-1.46484375,-170.8984375,-90.8203125,12.6953125,158.69140625
1656239071759.875,-3.90625,-161.1328125,40.0390625,16.6015625,-43.9453125
1656239071763.7812,4.39453125,-172.8515625,-121.58203125,17.08984375,-98.6328125
1656239071767.6875,-0.48828125,-180.17578125,-390.625,9.765625,96.19140625
1656239071771.5938,-5.859375,-162.109375,-196.77734375,-7.8125,113.28125
1656239071775.5,0.9765625,-150.87890625,115.234375,-10.25390625,-72.75390625
1656239071779.4062,9.765625,-170.41015625,-81.54296875,-11.71875,-21.97265625
1656239071783.3125,-13.671875,-175.29296875,-290.52734375,-5.37109375,152.83203125
1656239071787.2188,-16.11328125,-154.78515625,-92.7734375,-3.41796875,22.94921875
1656239071791.125,-16.11328125,-152.34375,-3.41796875,-3.41796875,-139.6484375
1656239071795.0312,-15.13671875,-162.59765625,-206.54296875,10.25390625,21.97265625
1656239071798.9375,4.8828125,-166.9921875,-343.26171875,15.625,307.12890625
1656239071802.8438,-1.46484375,-150.390625,-20.5078125,-2.44140625,84.47265625
1656239071806.75,-10.25390625,-151.3671875,20.5078125,-4.39453125,-128.41796875
1656239071810.6562,0.9765625,-155.76171875,-128.41796875,18.06640625,-24.4140625
1656239071814.5625,2.9296875,-151.85546875,-38.0859375,23.92578125,24.90234375
1656239071818.4688,-10.7421875,-148.92578125,-17.578125,0.9765625,-13.18359375
1656239071822.375,-3.90625,-152.83203125,-124.51171875,-24.90234375,-51.7578125
1656239071826.2812,-0.48828125,-160.15625,-228.515625,-26.3671875,-1.953125
1656239071830.1875,5.859375,-150.390625,-173.33984375,-15.625,71.2890625
1656239071834.0938,-1.953125,-145.99609375,-14.6484375,-10.7421875,24.4140625
1656239071838,-17.08984375,-159.1796875,-40.52734375,-23.4375,-59.5703125
1656239071841.9062,-7.8125,-178.22265625,-343.26171875,-20.99609375,123.53515625
1656239071845.8125,-23.92578125,-170.41015625,-314.94140625,-1.46484375,300.29296875
1656239071849.7188,-16.11328125,-150.390625,56.15234375,1.46484375,35.64453125
1656239071853.625,7.32421875,-152.83203125,22.4609375,6.8359375,-96.6796875
1656239071857.5312,1.46484375,-166.015625,-291.9921875,14.16015625,131.34765625
1656239071861.4375,-17.08984375,-154.296875,-134.765625,0.48828125,114.74609375
1656239071865.3438,-19.04296875,-149.90234375,-2.9296875,-21.484375,-63.96484375
1656239071869.25,-20.5078125,-154.78515625,-142.08984375,-31.25,-22.94921875
1656239071873.1562,-20.01953125,-148.4375,-152.83203125,-25.390625,14.16015625
1656239071877.0625,3.41796875,-143.5546875,-67.3828125,-18.5546875,-59.5703125
1656239071880.9688,8.7890625,-143.06640625,-68.84765625,-0.48828125,-82.51953125
1656239071884.875,-2.44140625,-150.87890625,-195.80078125,5.37109375,-35.15625
1656239071888.7812,0,-159.1796875,-203.125,-14.6484375,22.94921875
1656239071892.6875,-18.06640625,-154.296875,-100.5859375,-17.578125,100.5859375
1656239071896.5938,-24.90234375,-145.5078125,-89.84375,-16.11328125,35.64453125
1656239071900.5,-10.7421875,-145.01953125,-161.62109375,-14.16015625,67.87109375
1656239071904.4062,-4.39453125,-141.6015625,-240.234375,2.44140625,221.19140625
1656239071908.3125,-2.44140625,-136.71875,10.7421875,-0.9765625,8.7890625
1656239071912.2188,-12.6953125,-141.11328125,104.4921875,0.9765625,-121.09375
1656239071916.125,-22.94921875,-153.3203125,-180.6640625,1.46484375,46.875
1656239071920.0312,-34.1796875,-157.2265625,-343.26171875,-10.7421875,272.94921875
1656239071923.9375,-18.06640625,-137.20703125,25.390625,-26.3671875,73.73046875
1656239071927.8438,-3.41796875,-137.6953125,83.49609375,-18.5546875,-48.33984375
1656239071931.75,-23.92578125,-147.4609375,-111.81640625,-0.9765625,46.875
1656239071935.6562,-24.90234375,-147.94921875,-92.28515625,-8.7890625,53.7109375
1656239071939.5625,-18.06640625,-148.4375,-57.12890625,-21.97265625,87.890625
1656239071943.4688,-11.23046875,-146.484375,-73.73046875,-15.13671875,73.73046875
1656239071947.375,-8.30078125,-156.73828125,-250.48828125,-0.48828125,253.41796875
1656239071951.2812,-21.484375,-144.04296875,-95.21484375,8.30078125,286.1328125
1656239071955.1875,-6.34765625,-128.41796875,248.046875,5.859375,-60.546875
1656239071959.0938,-13.18359375,-139.6484375,7.8125,-27.34375,-106.93359375
1656239071963,-33.69140625,-147.94921875,-263.18359375,-29.296875,112.79296875
1656239071966.9062,-29.296875,-133.30078125,-17.08984375,-22.4609375,-0.48828125
1656239071970.8125,-6.34765625,-132.32421875,104.4921875,-28.80859375,-147.4609375
1656239071974.7188,7.32421875,-140.625,-8.7890625,-19.53125,-51.26953125
1656239071978.625,-11.23046875,-143.5546875,-59.5703125,-20.01953125,-20.5078125
1656239071982.5312,-25.390625,-146.97265625,-104.4921875,-11.71875,13.18359375
1656239071986.4375,-13.18359375,-142.08984375,-8.30078125,-1.46484375,58.59375
1656239071990.3438,-3.41796875,-145.99609375,-6.34765625,-5.37109375,64.453125
1656239071994.25,4.39453125,-149.4140625,-182.6171875,8.30078125,284.66796875
1656239071998.1562,-11.23046875,-125.9765625,124.0234375,4.8828125,128.90625
1656239072002.0625,-18.06640625,-127.9296875,152.83203125,-1.46484375,-95.21484375
1656239072005.9688,-1.953125,-143.06640625,-77.63671875,12.6953125,57.6171875
1656239072009.875,-3.90625,-131.34765625,19.53125,9.27734375,29.78515625
1656239072013.7812,-10.25390625,-122.0703125,121.09375,-4.39453125,-114.2578125
1656239072017.6875,-9.27734375,-128.90625,23.92578125,-7.8125,-117.1875
1656239072021.5938,-4.39453125,-141.11328125,-113.76953125,-23.4375,-1.953125
1656239072025.5,0,-143.5546875,-43.9453125,-31.25,-5.37109375
1656239072029.4062,3.41796875,-144.53125,4.8828125,-29.296875,15.13671875
1656239072033.3125,-2.44140625,-145.99609375,-14.6484375,-23.92578125,80.078125
1656239072037.2188,-19.04296875,-152.83203125,-114.74609375,-10.25390625,172.36328125
1656239072041.125,-8.7890625,-150.87890625,-16.6015625,19.53125,166.9921875
1656239072045.0312,-8.30078125,-135.7421875,146.97265625,8.30078125,-57.6171875
1656239072048.9375,-49.31640625,-138.671875,21.97265625,-38.57421875,-66.40625
1656239072052.8438,-62.5,-151.85546875,-190.91796875,-47.36328125,162.59765625
